School_Code,Subject_Offered,subject_category
3068,"Higher Art",Art
3068,"Higher Malay Language",Language
3068,"Higher Tamil Language",Language
3068,Physics,Science
3068,Music,Art
3068,"Physical Education",Others
3063,"Basic Chinese Language",Language
3063,"Computer Applications",Science
3063,"Design & Technology",Science
3063,"English Language",Language
3063,"Smart Electrical Technology",Science
3063,Mathematics,Math
3063,"Basic Malay Language",Language
3063,Science,Science
3063,"Basic Tamil Language",Language
3063,Art,Art
3063,"Chinese Language",Language
3063,"Malay Language",Language
3063,"Principles of Accounts",Math
3063,"Science (Chem, Bio)",Science
3063,"Science (Phy, Chem)",Science
3063,"Humanities (Ss, Geography)",Humanities
3063,"Humanities (Ss, History)",Humanities
3063,"Tamil Language",Language
3063,"Additional Mathematics",Math
3063,Biology,Science
3063,Chemistry,Science
3063,Electronics,Science
3063,"Higher Chinese Language",Language
3063,"Higher Malay Language",Language
3063,Physics,Science
3063,"Humanities (Ss, Literature in English)",Humanities
3063,Music,Art
3063,"Physical Education",Others
3066,"Chinese Language Syllabus B",Language
3066,"Basic Chinese Language",Language
3066,"Computer Applications",Science
3066,"Design & Technology",Science
3066,"Elements of Business Skills",Others
3066,"English Language",Language
3066,Mathematics,Math
3066,"Basic Malay Language",Language
3066,"Mobile Robotics",Science
3066,Science,Science
3066,"Social Studies",Humanities
3066,"Additional Mathematics",Math
3066,"Chinese Language",Language
3066,Geography,Humanities
3066,History,Humanities
3066,"Literature in English",Humanities
3066,"Principles of Accounts",Math
3066,"Science (Chem, Bio)",Science
3066,"Science (Phy, Chem)",Science
3066,"Humanities (Ss, Geography)",Humanities
3066,"Humanities (Ss, History)",Humanities
3066,"Humanities (Ss, Literature in English)",Humanities
3066,Biology,Science
3066,Chemistry,Science
3066,"Higher Chinese Language",Language
3066,"Higher Malay Language",Language
3066,"Malay Language",Language
3066,Physics,Science
3066,Music,Art
3619,"Chinese Language Syllabus B",Language
3619,Art,Art
3619,"Basic Chinese Language",Language
3619,"Computer Applications",Science
3619,"Design & Technology",Science
3619,"Elements of Business Skills",Others
3619,"English Language",Language
3619,"Food & Consumer Education",Others
3619,Mathematics,Math
3619,"Basic Malay Language",Language
3619,Music,Art
3619,Science,Science
3619,"Social Studies",Humanities
3619,"Additional Mathematics",Math
3619,"Chinese Language",Language
3619,Geography,Humanities
3619,History,Humanities
3619,"Literature in English",Humanities
3619,"Malay Language",Language
3619,"Nutrition and Food Science",Science
3619,"Principles of Accounts",Math
3619,"Science (Phy, Chem)",Science
3619,"Humanities (Ss, Geography)",Humanities
3619,"Humanities (Ss, History)",Humanities
3619,Biology,Science
3619,Chemistry,Science
3619,Computing,Science
3619,"Higher Chinese Language",Language
3619,"Higher Malay Language",Language
3619,Physics,Science
3619,"Physical Education",Others
3065,Art,Art
3065,"Basic Chinese Language",Language
3065,"Computer Applications",Science
3065,"Design & Technology",Science
3065,"English Language",Language
3065,"Food & Consumer Education",Others
3065,"Basic Malay Language",Language
3065,Music,Art
3065,Science,Science
3065,"Social Studies",Humanities
3065,"Basic Tamil Language",Language
3065,Geography,Humanities
3065,History,Humanities
3065,"Literature in English",Humanities
3065,"Principles of Accounts",Math
3065,"Science (Chem, Bio)",Science
3065,"Science (Phy, Chem)",Science
3065,"Humanities (Ss, Geography)",Humanities
3065,"Humanities (Ss, History)",Humanities
3065,"Tamil Language",Language
3065,"Additional Mathematics",Math
3065,Biology,Science
3065,Chemistry,Science
3065,"Chinese Language",Language
3065,Computing,Science
3065,"Higher Chinese Language",Language
3065,"Higher Malay Language",Language
3065,"Higher Tamil Language",Language
3065,Mathematics,Math
3065,"Malay Language",Language
3065,Physics,Science
3065,"Physical Education",Others
7028,Art,Art
7028,"Chinese Language",Language
7028,"Design & Technology",Science
7028,"English Language",Language
7028,"Food & Consumer Education",Others
7028,Mathematics,Math
7028,"Malay Language",Language
7028,"Principles of Accounts",Math
7028,Science,Science
7028,"Science (Chem, Bio)",Science
7028,"Science (Phy, Chem)",Science
7028,"Humanities (Ss, Geography)",Humanities
7028,"Humanities (Ss, History)",Humanities
7028,"Tamil Language",Language
7028,"Additional Mathematics",Math
7028,Biology,Science
7028,Chemistry,Science
7028,"Higher Chinese Language",Language
7028,"Higher Tamil Language",Language
7028,"Literature in English",Humanities
7028,Physics,Science
7028,Music,Art
7028,"Physical Education",Others
3077,"Basic Chinese Language",Language
3077,"Computer Applications",Science
3077,"Design & Technology",Science
3077,"English Language",Language
3077,"Food & Consumer Education",Others
3077,Mathematics,Math
3077,"Basic Malay Language",Language
3077,Music,Art
3077,Science,Science
3077,"Social Studies",Humanities
3077,"Basic Tamil Language",Language
3077,"Additional Mathematics",Math
3077,Art,Art
3077,"Chinese Language",Language
3077,Geography,Humanities
3077,History,Humanities
3077,"Malay Language",Language
3077,"Principles of Accounts",Math
3077,"Science (Phy, Chem)",Science
3077,"Humanities (Ss, Geography)",Humanities
3077,"Humanities (Ss, History)",Humanities
3077,"Tamil Language",Language
3077,Biology,Science
3077,Chemistry,Science
3077,Physics,Science
3077,"Science (Chem, Bio)",Science
3077,"Humanities (Ss, Literature in English)",Humanities
3077,"Physical Education",Others
7307,"Chinese Language Syllabus B",Language
7307,Art,Art
7307,"Basic Chinese Language",Language
7307,"Computer Applications",Science
7307,"Design & Technology",Science
7307,"Elements of Business Skills",Others
7307,"English Language",Language
7307,"Food & Consumer Education",Others
7307,Mathematics,Math
7307,"Basic Malay Language",Language
7307,Science,Science
7307,"Social Studies",Humanities
7307,"Chinese Language",Language
7307,"Literature in English",Humanities
7307,"Malay Language",Language
7307,"Nutrition and Food Science",Science
7307,"Principles of Accounts",Math
7307,"Science (Chem, Bio)",Science
7307,"Science (Phy, Chem)",Science
7307,"Humanities (Ss, Geography)",Humanities
7307,"Humanities (Ss, History)",Humanities
7307,"Additional Mathematics",Math
7307,Biology,Science
7307,Chemistry,Science
7307,"Higher Chinese Language",Language
7307,Physics,Science
7307,"Humanities (Ss, Literature in Chinese)",Humanities
7307,Music,Art
7111,"Conversational Malay",Language
7111,"Information and Communications Technology",Science
7111,"Appreciation of Chinese Culture",Humanities
7111,"Additional Mathematics",Math
7111,Art,Art
7111,Biology,Science
7111,Chemistry,Science
7111,"Chinese Language",Language
7111,Computing,Science
7111,"Design & Technology",Science
7111,"English Language",Language
7111,"Exercise & Sports Science",Others
7111,"Food & Consumer Education",Others
7111,Geography,Humanities
7111,"Higher Chinese Language",Language
7111,History,Humanities
7111,"Literature in Chinese",Humanities
7111,"Literature in English",Humanities
7111,Mathematics,Math
7111,Music,Art
7111,Physics,Science
7111,"Principles of Accounts",Math
7111,Science,Science
7111,"Science (Phy, Chem)",Science
7111,"Humanities (Ss, Geography)",Humanities
7111,"Humanities (Ss, History)",Humanities
7111,"Humanities (Ss, Literature in Chinese)",Humanities
7111,"Humanities (Ss, Literature in English)",Humanities
3615,Art,Art
3615,"Chinese Language Syllabus B",Language
3615,"Design & Technology",Science
3615,"Food & Consumer Education",Others
3615,"Basic Chinese Language",Language
3615,"Computer Applications",Science
3615,"Elements of Business Skills",Others
3615,"English Language",Language
3615,Mathematics,Math
3615,"Basic Malay Language",Language
3615,"Retail Operations",Others
3615,Science,Science
3615,"Social Studies",Humanities
3615,"Basic Tamil Language",Language
3615,"Additional Mathematics",Math
3615,"Chinese Language",Language
3615,Geography,Humanities
3615,History,Humanities
3615,"Literature in English",Humanities
3615,"Malay Language",Language
3615,"Nutrition and Food Science",Science
3615,"Principles of Accounts",Math
3615,"Science (Chem, Bio)",Science
3615,"Science (Phy, Chem)",Science
3615,"Humanities (Ss, Geography)",Humanities
3615,"Humanities (Ss, History)",Humanities
3615,"Tamil Language",Language
3615,Chemistry,Science
3615,"Higher Chinese Language",Language
3615,"Higher Malay Language",Language
3615,"Higher Tamil Language",Language
3615,Physics,Science
3615,"Humanities (Ss, Literature in English)",Humanities
3615,"Malay Language Syllabus B",Language
3615,Music,Art
3615,"Physical Education",Others
3615,"Tamil Language Syllabus B",Language
3031,Art,Art
3031,"Chinese Language Syllabus B",Language
3031,"Design & Technology",Science
3031,"Food & Consumer Education",Others
3031,"Basic Chinese Language",Language
3031,"Computer Applications",Science
3031,"Elements of Business Skills",Others
3031,"English Language",Language
3031,Mathematics,Math
3031,"Basic Malay Language",Language
3031,"Mobile Robotics",Science
3031,Science,Science
3031,"Social Studies",Humanities
3031,"Additional Mathematics",Math
3031,"Chinese Language",Language
3031,Geography,Humanities
3031,History,Humanities
3031,"Malay Language",Language
3031,"Nutrition and Food Science",Science
3031,"Principles of Accounts",Math
3031,"Science (Chem, Bio)",Science
3031,"Science (Phy, Chem)",Science
3031,"Humanities (Ss, Geography)",Humanities
3031,"Humanities (Ss, History)",Humanities
3031,Biology,Science
3031,Chemistry,Science
3031,"Higher Chinese Language",Language
3031,"Higher Malay Language",Language
3031,"Literature in English",Humanities
3031,Physics,Science
3031,"Humanities (Ss, Literature in English)",Humanities
3031,Music,Art
3031,"Physical Education",Others
3076,"Computer Applications",Science
3076,"Design & Technology",Science
3076,"Elements of Business Skills",Others
3076,Mathematics,Math
3076,Science,Science
3076,"Additional Mathematics",Math
3076,Art,Art
3076,"Chinese Language",Language
3076,"English Language",Language
3076,"Malay Language",Language
3076,"Principles of Accounts",Math
3076,"Science (Phy, Chem)",Science
3076,"Humanities (Ss, Geography)",Humanities
3076,"Humanities (Ss, History)",Humanities
3076,Biology,Science
3076,Chemistry,Science
3076,Geography,Humanities
3076,"Higher Chinese Language",Language
3076,History,Humanities
3076,"Literature in English",Humanities
3076,Physics,Science
3076,"Humanities (Ss, Literature in English)",Humanities
7030,"Chinese Language Syllabus B",Language
7030,"Additional Mathematics",Math
7030,Biology,Science
7030,Chemistry,Science
7030,"Chinese Language",Language
7030,"English Language",Language
7030,Geography,Humanities
7030,"Higher Chinese Language",Language
7030,"Higher Art",Art
7030,"Higher Music",Art
7030,History,Humanities
7030,"Higher Malay Language",Language
7030,"Higher Tamil Language",Language
7030,"Literature in English",Humanities
7030,Mathematics,Math
7030,"Malay Language",Language
7030,Music,Art
7030,Physics,Science
7030,"Project Work",Others
7030,"Humanities (Ss, Geography)",Humanities
7030,"Humanities (Ss, History)",Humanities
7030,"Humanities (Ss, Literature in English)",Humanities
7030,"Tamil Language",Language
7011,Art,Art
7011,"Design & Technology",Science
7011,"Basic Chinese Language",Language
7011,"Computer Applications",Science
7011,"Elements of Business Skills",Others
7011,"English Language",Language
7011,"Food & Consumer Education",Others
7011,Mathematics,Math
7011,"Basic Malay Language",Language
7011,Science,Science
7011,"Social Studies",Humanities
7011,"Basic Tamil Language",Language
7011,"Additional Mathematics",Math
7011,"Chinese Language",Language
7011,Geography,Humanities
7011,History,Humanities
7011,"Literature in English",Humanities
7011,"Malay Language",Language
7011,"Principles of Accounts",Math
7011,"Science (Chem, Bio)",Science
7011,"Science (Phy, Chem)",Science
7011,"Humanities (Ss, Geography)",Humanities
7011,"Humanities (Ss, History)",Humanities
7011,"Tamil Language",Language
7011,Biology,Science
7011,Chemistry,Science
7011,Computing,Science
7011,"Higher Chinese Language",Language
7011,Physics,Science
7011,Music,Art
7011,"Physical Education",Others
7112,Puppetry,Art
7112,"Additional Mathematics",Math
7112,Art,Art
7112,Biology,Science
7112,Chemistry,Science
7112,"Chinese Language",Language
7112,"Design & Technology",Science
7112,"English Language",Language
7112,"Food & Consumer Education",Others
7112,Geography,Humanities
7112,"Higher Chinese Language",Language
7112,"Higher Music",Art
7112,History,Humanities
7112,"Literature in Chinese",Humanities
7112,"Literature in English",Humanities
7112,Mathematics,Math
7112,"Malay Language (Special Programme)",Language
7112,"Nutrition and Food Science",Science
7112,Physics,Science
7112,Science,Science
7112,"Humanities (Ss, Geography)",Humanities
7112,"Humanities (Ss, History)",Humanities
7112,"Humanities (Ss, Literature in Chinese)",Humanities
7112,"Humanities (Ss, Literature in English)",Humanities
7112,Music,Art
7112,"Physical Education",Others
3047,"Additional Mathematics",Math
3047,Art,Art
3047,Biology,Science
3047,Chemistry,Science
3047,"Chinese Language",Language
3047,"Design & Technology",Science
3047,"English Language",Language
3047,"Food & Consumer Education",Others
3047,Geography,Humanities
3047,"Higher Chinese Language",Language
3047,"Higher Art",Art
3047,History,Humanities
3047,"Literature in Chinese",Humanities
3047,"Literature in English",Humanities
3047,Mathematics,Math
3047,"Malay Language (Special Programme)",Language
3047,Physics,Science
3047,Science,Science
3047,"Humanities (Ss, Geography)",Humanities
3047,"Humanities (Ss, History)",Humanities
3047,"Humanities (Ss, Literature in Chinese)",Humanities
3047,Music,Art
3047,"Physical Education",Others
7114,"Advanced Music",Art
7114,"Appreciation of Chinese Culture",Humanities
7114,Art,Art
7114,Dance,Art
7114,"Food Studies",Others
7114,Geography,Humanities
7114,"Higher Art",Art
7114,"Higher Chinese Language",Language
7114,History,Humanities
7114,Chemistry,Science
7114,"Integrated Mathematics 2",Math
7114,"Language Arts",Language
7114,Literature,Humanities
7114,"Literature in Chinese",Humanities
7114,"Literature in English",Humanities
7114,"Malay Special Programme",Language
7114,Physics,Science
7114,"Malay Language (Special Programme)",Language
701,"General Arts Programme (Art)",Art
701,"General Arts Programme (Music)",Art
701,"Integrated Sciences",Science
701,"Language Arts",Language
701,Thinking,Others
701,Drama-In-Production,Art
701,"Art Elective Programme",Art
701,"Music Programme",Art
701,"Advanced Inquiry in Mathematics",Math
701,"Advanced Science",Science
701,Spire,Others
701,"Advanced Humanities",Humanities
701,"Advanced Language Arts",Language
701,"Man and Ideas",Others
701,"Governance & Society",Humanities
701,Biology,Science
701,Chemistry,Science
701,"Chinese Language",Language
701,Geography,Humanities
701,"Higher Chinese Language",Language
701,History,Humanities
701,"Higher Malay Language",Language
701,"Higher Tamil Language",Language
701,Mathematics,Math
701,Physics,Science
701,"Physical Education",Others
3214,"Chinese Language Syllabus B",Language
3214,Art,Art
3214,"Basic Chinese Language",Language
3214,"Computer Applications",Science
3214,"Design & Technology",Science
3214,"English Language",Language
3214,"Food & Consumer Education",Others
3214,Mathematics,Math
3214,"Basic Malay Language",Language
3214,Music,Art
3214,Science,Science
3214,"Social Studies",Humanities
3214,"Basic Tamil Language",Language
3214,"Chinese Language",Language
3214,"Malay Language",Language
3214,"Nutrition and Food Science",Science
3214,"Principles of Accounts",Math
3214,"Science (Chem, Bio)",Science
3214,"Science (Phy, Chem)",Science
3214,"Humanities (Ss, Geography)",Humanities
3214,"Humanities (Ss, History)",Humanities
3214,"Humanities (Ss, Literature in English)",Humanities
3214,"Tamil Language",Language
3214,"Additional Mathematics",Math
3214,Biology,Science
3214,Chemistry,Science
3214,"Higher Chinese Language",Language
3214,Physics,Science
3214,"Malay Language Syllabus B",Language
3214,"Physical Education",Others
3214,"Tamil Language Syllabus B",Language
3507,"Basic Chinese Language",Language
3507,"Computer Applications",Science
3507,"English Language",Language
3507,"Smart Electrical Technology",Science
3507,Mathematics,Math
3507,"Basic Malay Language",Language
3507,Science,Science
3507,"Social Studies",Humanities
3507,"Basic Tamil Language",Language
3507,"Additional Mathematics",Math
3507,Art,Art
3507,"Chinese Language",Language
3507,"Design & Technology",Science
3507,"Malay Language",Language
3507,"Science (Phy, Chem)",Science
3507,"Humanities (Ss, History)",Humanities
3507,"Humanities (Ss, Literature in English)",Humanities
3507,"Tamil Language",Language
3507,Biology,Science
3507,Chemistry,Science
3507,Electronics,Science
3507,Geography,Humanities
3507,"Nutrition and Food Science",Science
3507,Physics,Science
3507,"Science (Chem, Bio)",Science
3507,"Humanities (Ss, Geography)",Humanities
7310,"Basic Chinese Language",Language
7310,"Computer Applications",Science
7310,"Elements of Business Skills",Others
7310,"Smart Electrical Technology",Science
7310,"Basic Malay Language",Language
7310,Science,Science
7310,"Social Studies",Humanities
7310,"Additional Mathematics",Math
7310,Art,Art
7310,Biology,Science
7310,Chemistry,Science
7310,"Chinese Language",Language
7310,Computing,Science
7310,"Design & Technology",Science
7310,"English Language",Language
7310,Geography,Humanities
7310,"Higher Chinese Language",Language
7310,History,Humanities
7310,"Higher Malay Language",Language
7310,"Literature in English",Humanities
7310,Mathematics,Math
7310,"Malay Language",Language
7310,Physics,Science
7310,"Principles of Accounts",Math
7310,"Science (Chem, Bio)",Science
7310,"Science (Phy, Chem)",Science
7310,"Humanities (Ss, Geography)",Humanities
7310,"Humanities (Ss, History)",Humanities
7310,Music,Art
7310,"Physical Education",Others
3071,"Basic Chinese Language",Language
3071,"Computer Applications",Science
3071,"Elements of Business Skills",Others
3071,"English Language",Language
3071,"Food & Consumer Education",Others
3071,Mathematics,Math
3071,"Basic Malay Language",Language
3071,Science,Science
3071,"Social Studies",Humanities
3071,Art,Art
3071,"Chinese Language",Language
3071,Geography,Humanities
3071,History,Humanities
3071,"Malay Language",Language
3071,"Science (Phy, Chem)",Science
3071,"Humanities (Ss, Geography)",Humanities
3071,"Humanities (Ss, History)",Humanities
3071,"Humanities (Ss, Literature in English)",Humanities
3071,"Additional Mathematics",Math
3071,Biology,Science
3071,Chemistry,Science
3071,"Design & Technology",Science
3071,"Exercise & Sports Science",Others
3071,"Higher Chinese Language",Language
3071,"Higher Malay Language",Language
3071,"Literature in English",Humanities
3071,"Nutrition and Food Science",Science
3071,Physics,Science
3071,"Science (Chem, Bio)",Science
3071,"Physical Education",Others
3612,"Chinese Language Syllabus B",Language
3612,"Food & Consumer Education",Others
3612,Art,Art
3612,"Basic Chinese Language",Language
3612,"Computer Applications",Science
3612,"Design & Technology",Science
3612,"Elements of Business Skills",Others
3612,"English Language",Language
3612,Mathematics,Math
3612,"Basic Malay Language",Language
3612,"Nutrition and Food Science",Science
3612,Science,Science
3612,"Social Studies",Humanities
3612,"Chinese Language",Language
3612,"Malay Language",Language
3612,"Science (Chem, Bio)",Science
3612,"Science (Phy, Chem)",Science
3612,"Humanities (Ss, Geography)",Humanities
3612,"Humanities (Ss, History)",Humanities
3612,"Additional Mathematics",Math
3612,Biology,Science
3612,Chemistry,Science
3612,Geography,Humanities
3612,"Higher Chinese Language",Language
3612,History,Humanities
3612,Physics,Science
3612,"Humanities (Ss, Literature in English)",Humanities
3612,"Malay Language Syllabus B",Language
3612,Music,Art
3058,"Computer Applications",Science
3058,"Retail Operations",Others
3058,Science,Science
3058,"Social Studies",Humanities
3058,"Additional Mathematics",Math
3058,Art,Art
3058,Biology,Science
3058,Chemistry,Science
3058,"Chinese Language",Language
3058,"Design & Technology",Science
3058,"English Language",Language
3058,"Food & Consumer Education",Others
3058,Geography,Humanities
3058,History,Humanities
3058,"Literature in English",Humanities
3058,Mathematics,Math
3058,"Malay Language",Language
3058,Physics,Science
3058,"Science (Chem, Bio)",Science
3058,"Science (Phy, Chem)",Science
3058,"Humanities (Ss, Geography)",Humanities
3058,"Humanities (Ss, History)",Humanities
3058,"Tamil Language",Language
3058,Music,Art
3058,"Physical Education",Others
3605,"Chinese Language Syllabus B",Language
3605,"Basic Chinese Language",Language
3605,"Computer Applications",Science
3605,"Design & Technology",Science
3605,"Elements of Business Skills",Others
3605,"English Language",Language
3605,Mathematics,Math
3605,"Basic Malay Language",Language
3605,Music,Art
3605,Science,Science
3605,"Social Studies",Humanities
3605,"Additional Mathematics",Math
3605,Art,Art
3605,"Chinese Language",Language
3605,"Malay Language",Language
3605,"Nutrition and Food Science",Science
3605,"Principles of Accounts",Math
3605,"Science (Chem, Bio)",Science
3605,"Science (Phy, Chem)",Science
3605,"Humanities (Ss, Geography)",Humanities
3605,"Humanities (Ss, History)",Humanities
3605,Biology,Science
3605,Chemistry,Science
3605,Geography,Humanities
3605,"Higher Chinese Language",Language
3605,"Higher Malay Language",Language
3605,Physics,Science
3605,"Humanities (Ss, Literature in English)",Humanities
3605,"Malay Language Syllabus B",Language
3215,Cce,Others
3215,"Chinese Language Syllabus B",Language
3215,Art,Art
3215,"Basic Chinese Language",Language
3215,"Computer Applications",Science
3215,"Design & Technology",Science
3215,"English Language",Language
3215,Mathematics,Math
3215,"Basic Malay Language",Language
3215,"Retail Operations",Others
3215,Science,Science
3215,"Social Studies",Humanities
3215,"Basic Tamil Language",Language
3215,"Chinese Language",Language
3215,"Malay Language",Language
3215,"Principles of Accounts",Math
3215,"Science (Chem, Bio)",Science
3215,"Science (Phy, Chem)",Science
3215,"Humanities (Ss, Geography)",Humanities
3215,"Humanities (Ss, History)",Humanities
3215,"Humanities (Ss, Literature in English)",Humanities
3215,"Tamil Language",Language
3215,"Additional Mathematics",Math
3215,Biology,Science
3215,"Business Studies",Humanities
3215,Chemistry,Science
3215,"Higher Chinese Language",Language
3215,Physics,Science
3215,Music,Art
3215,"Physical Education",Others
3613,Art,Art
3613,"Basic Chinese Language",Language
3613,"Computer Applications",Science
3613,"Elements of Business Skills",Others
3613,"English Language",Language
3613,Mathematics,Math
3613,"Basic Malay Language",Language
3613,Music,Art
3613,"Nutrition and Food Science",Science
3613,Science,Science
3613,"Social Studies",Humanities
3613,"Basic Tamil Language",Language
3613,"Additional Mathematics",Math
3613,"Chinese Language",Language
3613,Geography,Humanities
3613,History,Humanities
3613,"Literature in English",Humanities
3613,"Malay Language",Language
3613,"Principles of Accounts",Math
3613,"Science (Chem, Bio)",Science
3613,"Science (Phy, Chem)",Science
3613,"Humanities (Ss, Geography)",Humanities
3613,"Humanities (Ss, History)",Humanities
3613,"Humanities (Ss, Literature in English)",Humanities
3613,"Tamil Language",Language
3613,Biology,Science
3613,Chemistry,Science
3613,"Higher Chinese Language",Language
3613,"Higher Tamil Language",Language
3613,Physics,Science
3613,"Physical Education",Others
3235,"Basic Chinese Language",Language
3235,"Computer Applications",Science
3235,"Elements of Business Skills",Others
3235,"Basic Malay Language",Language
3235,Geography,Humanities
3235,History,Humanities
3235,"Literature in English",Humanities
3235,"Principles of Accounts",Math
3235,"Science (Chem, Bio)",Science
3235,"Science (Phy, Chem)",Science
3235,"Additional Mathematics",Math
3235,Biology,Science
3235,Chemistry,Science
3235,"Chinese Language",Language
3235,"English Language",Language
3235,"Higher Chinese Language",Language
3235,"Higher Malay Language",Language
3235,Mathematics,Math
3235,"Malay Language",Language
3235,Physics,Science
3235,"Project Work",Others
3235,Music,Art
7026,Art,Art
7026,"Design & Technology",Science
7026,"Food & Consumer Education",Others
7026,"Basic Chinese Language",Language
7026,"Computer Applications",Science
7026,"Elements of Business Skills",Others
7026,"English Language",Language
7026,Mathematics,Math
7026,"Basic Malay Language",Language
7026,Science,Science
7026,"Social Studies",Humanities
7026,"Basic Tamil Language",Language
7026,"Additional Mathematics",Math
7026,"Chinese Language",Language
7026,Geography,Humanities
7026,History,Humanities
7026,"Literature in English",Humanities
7026,"Malay Language",Language
7026,"Nutrition and Food Science",Science
7026,"Principles of Accounts",Math
7026,"Science (Chem, Bio)",Science
7026,"Science (Phy, Chem)",Science
7026,"Humanities (Ss, History)",Humanities
7026,"Humanities (Ss, Literature in English)",Humanities
7026,"Tamil Language",Language
7026,Biology,Science
7026,Chemistry,Science
7026,"Higher Chinese Language",Language
7026,"Higher Music",Art
7026,"Higher Malay Language",Language
7026,"Higher Tamil Language",Language
7026,Music,Art
7026,Physics,Science
7026,"Humanities (Ss, Geography)",Humanities
7026,"Physical Education",Others
3073,"Student Initiated Learning",Others
3073,Art,Art
3073,"Chinese Language Syllabus B",Language
3073,"Design & Technology",Science
3073,"Food & Consumer Education",Others
3073,"Basic Chinese Language",Language
3073,"Computer Applications",Science
3073,"English Language",Language
3073,Mathematics,Math
3073,"Basic Malay Language",Language
3073,Science,Science
3073,"Social Studies",Humanities
3073,"Additional Mathematics",Math
3073,"Chinese Language",Language
3073,Geography,Humanities
3073,History,Humanities
3073,"Malay Language",Language
3073,"Principles of Accounts",Math
3073,"Science (Chem, Bio)",Science
3073,"Science (Phy, Chem)",Science
3073,"Humanities (Ss, Geography)",Humanities
3073,"Humanities (Ss, History)",Humanities
3073,Biology,Science
3073,Chemistry,Science
3073,"Higher Chinese Language",Language
3073,"Literature in English",Humanities
3073,Physics,Science
3073,"Project Work",Others
3073,"Humanities (Ss, Literature in English)",Humanities
3073,Music,Art
3073,"Physical Education",Others
3232,"Chinese Language Syllabus B",Language
3232,Art,Art
3232,"Basic Chinese Language",Language
3232,"Computer Applications",Science
3232,"Design & Technology",Science
3232,"English Language",Language
3232,"Food & Consumer Education",Others
3232,Mathematics,Math
3232,"Basic Malay Language",Language
3232,Science,Science
3232,"Social Studies",Humanities
3232,"Additional Mathematics",Math
3232,"Chinese Language",Language
3232,Geography,Humanities
3232,History,Humanities
3232,"Literature in English",Humanities
3232,"Malay Language",Language
3232,"Nutrition and Food Science",Science
3232,"Principles of Accounts",Math
3232,"Science (Chem, Bio)",Science
3232,"Science (Phy, Chem)",Science
3232,"Humanities (Ss, Geography)",Humanities
3232,"Humanities (Ss, History)",Humanities
3232,"Humanities (Ss, Literature in English)",Humanities
3232,Biology,Science
3232,Chemistry,Science
3232,"Higher Chinese Language",Language
3232,Physics,Science
3232,"Malay Language Syllabus B",Language
3232,Music,Art
3232,"Physical Education",Others
3061,"Character & Citizenship Education",Others
3061,"Values in Action",Others
3061,Art,Art
3061,"Design & Technology",Science
3061,"Food & Consumer Education",Others
3061,"Basic Chinese Language",Language
3061,"English Language",Language
3061,Mathematics,Math
3061,"Basic Malay Language",Language
3061,"Retail Operations",Others
3061,Science,Science
3061,"Social Studies",Humanities
3061,"Basic Tamil Language",Language
3061,"Additional Mathematics",Math
3061,"Chinese Language",Language
3061,Geography,Humanities
3061,History,Humanities
3061,"Literature in English",Humanities
3061,"Malay Language",Language
3061,"Nutrition and Food Science",Science
3061,"Principles of Accounts",Math
3061,"Science (Chem, Bio)",Science
3061,"Science (Phy, Chem)",Science
3061,"Humanities (Ss, Geography)",Humanities
3061,"Humanities (Ss, History)",Humanities
3061,"Tamil Language",Language
3061,Biology,Science
3061,Chemistry,Science
3061,Computing,Science
3061,"Higher Chinese Language",Language
3061,Physics,Science
3061,Music,Art
3061,"Physical Education",Others
7308,Art,Art
7308,"Basic Chinese Language",Language
7308,"Computer Applications",Science
7308,"Design & Technology",Science
7308,"English Language",Language
7308,"Food & Consumer Education",Others
7308,Mathematics,Math
7308,"Basic Malay Language",Language
7308,Music,Art
7308,Science,Science
7308,"Social Studies",Humanities
7308,"Additional Mathematics",Math
7308,"Chinese Language",Language
7308,Geography,Humanities
7308,History,Humanities
7308,"Literature in English",Humanities
7308,"Malay Language",Language
7308,"Nutrition and Food Science",Science
7308,"Principles of Accounts",Math
7308,"Science (Chem, Bio)",Science
7308,"Science (Phy, Chem)",Science
7308,"Humanities (Ss, Geography)",Humanities
7308,"Humanities (Ss, History)",Humanities
7308,Biology,Science
7308,Chemistry,Science
7308,Economics,Humanities
7308,"Higher Chinese Language",Language
7308,Physics,Science
7308,"Physical Education",Others
3070,"Chinese Language Syllabus B",Language
3070,"Basic Chinese Language",Language
3070,"Computer Applications",Science
3070,"Elements of Business Skills",Others
3070,"English Language",Language
3070,"Food & Consumer Education",Others
3070,Mathematics,Math
3070,"Basic Malay Language",Language
3070,"Mobile Robotics",Science
3070,"Social Studies",Humanities
3070,"Basic Tamil Language",Language
3070,Art,Art
3070,"Chinese Language",Language
3070,"Design & Technology",Science
3070,"Literature in English",Humanities
3070,"Malay Language",Language
3070,"Nutrition and Food Science",Science
3070,"Principles of Accounts",Math
3070,"Science (Phy, Chem)",Science
3070,"Humanities (Ss, Geography)",Humanities
3070,"Humanities (Ss, History)",Humanities
3070,"Tamil Language",Language
3070,"Additional Mathematics",Math
3070,Biology,Science
3070,Chemistry,Science
3070,"Higher Chinese Language",Language
3070,History,Humanities
3070,"Higher Tamil Language",Language
3070,Physics,Science
3070,Science,Science
3070,"Science (Chem, Bio)",Science
3070,"Malay Language Syllabus B",Language
3070,Music,Art
3070,"Physical Education",Others
3070,"Tamil Language Syllabus B",Language
3508,Art,Art
