school_code,dsa_cca,dsa_category
3014,"Debate and Theatre (Boys) - IP","Clubs and Societies"
3014,"Debate and Theatre (Boys)","Clubs and Societies"
3014,"Leadership (Boys) - IP","Clubs and Societies"
3014,"Leadership (Boys)","Clubs and Societies"
3014,"Chinese Orchestra (Boys) - IP","Clubs and Societies"
3014,"Chinese Orchestra (Boys)","Clubs and Societies"
3014,"Choir (Boys) - IP",Arts
3014,"Choir (Boys)",Arts
3014,"Concert Band (Boys) - IP",Arts
3014,"Concert Band (Boys)",Arts
3014,"Mathematics (Boys) - IP","Clubs and Societies"
3014,"Mathematics (Boys)","Clubs and Societies"
3014,"Science (Boys) - IP","Clubs and Societies"
3014,"Science (Boys)","Clubs and Societies"
3014,"Badminton (Boys) - IP",Sports
3014,"Badminton (Boys)",Sports
3014,"Cricket (Boys) - IP",Sports
3014,"Cricket (Boys)",Sports
3014,"Floorball (Boys) - IP",Sports
3014,"Floorball (Boys)",Sports
3014,"Football (Boys) - IP",Sports
3014,"Football (Boys)",Sports
3014,"Hockey (Boys) - IP",Sports
3014,"Hockey (Boys)",Sports
3014,"Sailing (Boys) - IP",Sports
3014,"Sailing (Boys)",Sports
3014,"Table Tennis (Boys) - IP",Sports
3014,"Table Tennis (Boys)",Sports
3014,"Tennis (Boys) - IP",Sports
3014,"Tennis (Boys)",Sports
3014,"Track and Field (Boys) - IP",Sports
3014,"Track and Field (Boys)",Sports
3014,"Volleyball (Boys) - IP",Sports
3014,"Volleyball (Boys)",Sports
3014,"Wushu (Boys) - IP",Sports
3014,"Wushu (Boys)",Sports
3014,"Art Elective Programme (Boys) - IP","Clubs and Societies"
3014,"Art Elective Programme (Boys)","Clubs and Societies"
3067,"Badminton (Girls and Boys)",Sports
3067,"Football (Boys)",Sports
3067,"Shooting (Girls and Boys)",Sports
3620,"Social Innovation (Girls and Boys)","Clubs and Societies"
3620,"Leadership (Girls and Boys)","Clubs and Societies"
3620,"Choir (Girls and Boys)",Arts
3620,"Concert Band (Girls and Boys)",Arts
3620,"English Drama (Girls and Boys)",Arts
3620,"Guitar Ensemble (Girls and Boys)",Arts
3620,"Modern Dance (Girls and Boys)",Arts
3620,"Badminton (Girls and Boys)",Sports
3620,"Basketball (Boys)",Sports
3620,"Football (Boys)",Sports
3620,"Netball (Girls)",Sports
3620,"Tchoukball (Girls)",Sports
3620,"Visual Arts (Girls and Boys)",Arts
3015,"Debating And Public Speaking (Girls and Boys)","Clubs and Societies"
3015,"Leadership and Character (Girls and Boys)","Clubs and Societies"
3616,"Community Youth Leadership (Girls and Boys)","Clubs and Societies"
3616,"Science for Sustainable Development (Girls and Boys)","Clubs and Societies"
3604,"Leadership (Girls and Boys)","Clubs and Societies"
3604,"Chinese Dance (Girls and Boys)","Clubs and Societies"
3604,"Choir (Girls and Boys)",Arts
3604,"Malay Dance (Girls and Boys)",Arts
3604,"Robotics (Girls and Boys)","Clubs and Societies"
3604,"STEAM (Science, Technology, Engineering, Aesthetics and Mathematics) (Girls and Boys)","Clubs and Societies"
3604,"Badminton (Boys)",Sports
3604,"Hockey (Boys)",Sports
3041,"Community Youth Leadership (Girls and Boys)","Clubs and Societies"
3041,"STEM (Girls and Boys)","Clubs and Societies"
3041,"Football (Girls and Boys)",Sports
3041,"Sepaktakraw (Boys)",Sports
3050,"Boys' Brigade (Boys)","Uniform Group"
3050,"Girls' Brigade (Girls)","Uniform Group"
3050,"Chinese Dance (Girls)","Clubs and Societies"
3050,"Choir (Girls and Boys)",Arts
3050,"Concert Band (Girls and Boys)",Arts
3050,"English Drama (Girls and Boys)",Arts
3050,"Guzheng Ensemble (Girls and Boys)",Arts
3050,"Badminton (Girls)",Sports
3050,"Cross Country (Girls and Boys)",Sports
3050,"Floorball (Boys)",Sports
3050,"Shooting (Girls and Boys)",Sports
3050,"Volleyball (Girls and Boys)",Sports
3222,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3222,"Red Cross Youth (Girls and Boys)","Uniform Group"
3222,"Chinese Dance (Girls and Boys)","Clubs and Societies"
3222,"Choir (Girls and Boys)",Arts
3222,"Concert Band (Girls and Boys)",Arts
3222,"English Drama (Girls and Boys)",Arts
3222,"Indian Dance (Girls and Boys)",Arts
3222,"Malay Dance (Girls and Boys)",Arts
3222,"Mechatronics, Aeronautics and Robotics (Girls and Boys)","Clubs and Societies"
3222,"Badminton (Girls)",Sports
3222,"Basketball (Boys)",Sports
3222,"Floorball (Boys)",Sports
3222,"Netball (Girls)",Sports
3222,"Media Arts/Film/Photography (Girls and Boys)","Clubs and Societies"
3020,"English Drama (Girls and Boys)",Arts
3020,"Indian Dance (Girls and Boys)",Arts
3020,"Malay Dance (Girls and Boys)",Arts
3020,"Modern Dance (Girls and Boys)",Arts
3020,"Music (Girls and Boys)",Arts
3020,"Badminton (Girls and Boys)",Sports
3020,"Basketball (Girls and Boys)",Sports
3020,"Football (Boys)",Sports
3020,"Netball (Girls)",Sports
3020,"Volleyball (Girls)",Sports
3020,"Media (Girls and Boys)","Clubs and Societies"
3045,"Tamil Language (Girls and Boys)","Clubs and Societies"
3045,"Boys' Brigade (Boys)","Uniform Group"
3045,"Chinese Dance (Girls)","Clubs and Societies"
3045,"English Drama (Girls and Boys)",Arts
3045,"Basketball (Girls and Boys)",Sports
3045,"Bowling (Girls and Boys)",Sports
3045,"Shooting (Girls and Boys)",Sports
3045,"Table Tennis (Girls and Boys)",Sports
3045,"Volleyball (Girls)",Sports
3045,"Visual Arts (Girls and Boys)",Arts
3223,"Robotics (Girls and Boys)","Clubs and Societies"
3019,"Choir (Girls)",Arts
3019,"Concert Band (Girls and Boys)",Arts
3019,"Harmonica Ensemble (Girls and Boys)",Arts
3019,"Robotics (Girls and Boys)","Clubs and Societies"
3019,"Volleyball (Girls and Boys)",Sports
3307,"Community Youth Leadership (Girls and Boys)","Clubs and Societies"
3307,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3307,"Concert Band (Girls and Boys)",Arts
3307,"Modern Dance (Girls and Boys)",Arts
3307,"Robotics (Girls and Boys)","Clubs and Societies"
3307,"STEM (Girls and Boys)","Clubs and Societies"
3307,"Basketball (Boys)",Sports
3307,"Fencing (Girls and Boys)",Sports
3307,"Softball (Girls)",Sports
3307,"Table Tennis (Girls and Boys)",Sports
3307,"Wushu (Girls and Boys)",Sports
7027,"Concert Band (Girls and Boys)",Arts
7027,"Volleyball (Girls)",Sports
7027,"Wushu (Girls and Boys)",Sports
3617,"Leadership (Girls and Boys)","Clubs and Societies"
3617,"Malay Dance (Girls and Boys)",Arts
3617,"Modern Dance (Girls and Boys)",Arts
3617,"Volleyball (Girls and Boys)",Sports
3240,"Leadership and Character (Girls and Boys)","Clubs and Societies"
3240,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3240,"Choir (Girls and Boys)",Arts
3240,"Concert Band (Girls and Boys)",Arts
3240,"Guzheng Ensemble (Girls and Boys)",Arts
3240,"Badminton (Girls)",Sports
3240,"Basketball (Girls)",Sports
3240,"Table Tennis (Boys)",Sports
3240,"Volleyball (Boys)",Sports
